urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-ACQS1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-ACXS1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-AGMW3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-AMAA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-ANMN6
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-ANRN6
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-APNM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-APXF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-ARPF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-AUGA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BABT2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BDVF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BGXN3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BHRI3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BIGM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BKBF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BKYF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BLIA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BLTA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BNKF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BOBF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BRIM2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BSBM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BSCA1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BSKF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BSLM2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BURL1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BUZM3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BVQW1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-BWSF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CANF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CBLO1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CBRW3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CDEA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CDRF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CHDS1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CHII2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CHQO3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CLKN7
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CLSM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CNBF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CNII2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CRTA1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CSPA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CVQV2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CWAF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-CWQO3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DBLN6
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DBQS1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DESW1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DISW3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DKKF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DPIA1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DRFA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-DRSD1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-EINL1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-ELQC1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-EREP1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-EROA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FBIS1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FFFC1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FFIA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FHPF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FILA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FPTM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FRXM3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FSTI2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-FWYF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GBIF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GBTF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GDQM6
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GDXM6
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GELO1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GGGC1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GKYF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GRBL1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GRMM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GSLM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GTLM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GTRM4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-GTXF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-HCEF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-HMRA2
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-HREF1
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-IMGP4
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-IOSN3
urn:liesmars:insitusensor:platform:OSMCTimeSeries-C-ManWeatherStations-IRDT2
